noun,gender,gloss
emotividad,feminine,emotionality
empieza,feminine,beginning
empleabilidad,feminine,employability
empresa,feminine,enterprise
empuñadura,feminine,handle
emulación,feminine,emulation
emulsión,feminine,emulsion
enajenación,feminine,alienation
encabeza,feminine,heading
encarnación,feminine,incarnation
encefalitis,feminine,encephalitis
encriptación,feminine,encryption
endereza,feminine,uprightness
endocrinología,feminine,endocrinology
enemistad,feminine,enmity
energía,feminine,energy
enfermedad,feminine,illness
enormidad,feminine,enormity
enríquez,feminine,enriquez
ensalada,feminine,salad
enseñanza,feminine,teaching
ensoñación,feminine,daydreaming
entereza,feminine,firmness
entidad,feminine,entity
entomología,feminine,entomology
entonación,feminine,intonation
entrada,feminine,entrance
entretención,feminine,retention
enumeración,feminine,enumeration
enunciación,feminine,enunciation
envergadura,feminine,scope
envoltura,feminine,wrapper
epidemiología,feminine,epidemiology
epistemología,feminine,epistemology
equidad,feminine,equity
equipación,feminine,equipment
equiparación,feminine,equalization
equitación,feminine,horse riding
equivalencia,feminine,equivalence
equivocación,feminine,mistake
erección,feminine,erection
erradicación,feminine,eradication
erudición,feminine,erudition
erupción,feminine,eruption
escala,feminine,scale
escalabilidad,feminine,scalability
escalera,feminine,staircase
escasez,feminine,scarcity
escenificación,feminine,staging
escenografía,feminine,stage design
escisión,feminine,split
esclerosis,feminine,sclerosis
escolaridad,feminine,schooling
escolarización,feminine,schooling
escoliosis,feminine,scoliosis
escritura,feminine,writing
escuela,feminine,school
escultura,feminine,sculpture
esencia,feminine,essence
esfera,feminine,sphere
especialidad,feminine,specialty
especialización,feminine,specialization
especificación,feminine,specification
especificidad,feminine,specificity
espectacularidad,feminine,spectacularity
especulación,feminine,speculation
espeleología,feminine,speleology
esperanza,feminine,hope
espesura,feminine,thickness
espiritualidad,feminine,spirituality
espontaneidad,feminine,spontaneity
estabilidad,feminine,stability
estabilización,feminine,stabilization
estacionalidad,feminine,seasonality
estación,feminine,station
estad,feminine,state
estadidad,feminine,statehood
estadística,feminine,statistics
estancia,feminine,stay
estandarización,feminine,standardization
estatización,feminine,nationalization
estatura,feminine,height
estenosis,feminine,stenosis
esterilidad,feminine,sterility
esterilización,feminine,sterilization
estigmatización,feminine,stigmatization
estimación,feminine,estimation
estimulación,feminine,stimulation
estipulación,feminine,stipulation
estrategia,feminine,strategy
estratificación,feminine,stratification
estratigrafía,feminine,stratigraphy
estrechez,feminine,narrowness
estrella,feminine,star
estructura,feminine,structure
estructuración,feminine,structuring
estupidez,feminine,stupidity
estévez,feminine,estevez
etapa,feminine,stage
eternidad,feminine,eternity
etiología,feminine,etiology
etiqueta,feminine,label
etnicidad,feminine,ethnicity
etnografía,feminine,ethnography
etnología,feminine,ethnology
eurovisión,feminine,eurovision
evacuación,feminine,evacuation
evaluación,feminine,evaluation
evangelización,feminine,evangelization
evaporación,feminine,evaporation
evasión,feminine,evasion
eventualidad,feminine,contingency
evidencia,feminine,evidence
evitación,feminine,avoidance
evolución,feminine,evolution
exactitud,feminine,accuracy
exageración,feminine,exaggeration
exaltación,feminine,exaltation
exasperación,feminine,exasperation
excarcelación,feminine,release
excavación,feminine,excavation
excedencia,feminine,leave of absence
excelencia,feminine,excellence
excentricidad,feminine,eccentricity
excepcionalidad,feminine,exceptionality
excepción,feminine,exception
excitación,feminine,excitation
exclamación,feminine,exclamation
exclusividad,feminine,exclusivity
exclusión,feminine,exclusion
excreción,feminine,excretion
excursión,feminine,excursion
exención,feminine,exemption
exfoliación,feminine,exfoliation
exhibición,feminine,exhibition
exhortación,feminine,exhortation
exhumación,feminine,exhumation
existencia,feminine,existence
exoneración,feminine,exoneration
expansión,feminine,expansion
expedición,feminine,expedition
experiencia,feminine,experience
experimentación,feminine,experimentation
expiación,feminine,atonement
expiración,feminine,expiration
explicación,feminine,explanation
exploración,feminine,exploration
explosión,feminine,explosion
explotación,feminine,exploitation
exportación,feminine,exportation
exposición,feminine,exhibition
expresividad,feminine,expressiveness
expresión,feminine,expression
expropiación,feminine,expropriation
expulsión,feminine,expulsion
extasis,feminine,ecstasy
extensión,feminine,extension
exterminación,feminine,extermination
externalización,feminine,externalization
extinción,feminine,extinction
extirpación,feminine,excision
extorsión,feminine,extortion
extracción,feminine,extraction
extradición,feminine,extradition
extrapolación,feminine,extrapolation
extravagancia,feminine,extravagance
extrañeza,feminine,strangeness
extremadura,feminine,extremadura
extremidad,feminine,extremity
exuberancia,feminine,exuberance
exégesis,feminine,exegesis
eyaculación,feminine,ejaculation
eyección,feminine,ejection
ez,feminine,ez
fabricación,feminine,manufacturing
facción,feminine,faction
fachada,feminine,facade
facilidad,feminine,ease
facilitación,feminine,facilitation
factibilidad,feminine,feasibility
factura,feminine,invoice
facturación,feminine,invoicing
facultad,feminine,faculty
falda,feminine,skirt
falsedad,feminine,falsehood
falsificación,feminine,falsification
familiaridad,feminine,familiarity
faringitis,feminine,pharyngitis
farmacología,feminine,pharmacology
fascinación,feminine,fascination
fase,feminine,phase
fatalidad,feminine,fatality
fealdad,feminine,ugliness
fecundación,feminine,fertilization
fecundidad,feminine,fertility
federación,feminine,federation
federalización,feminine,federalization
felación,feminine,fellatio
felicidad,feminine,happiness
felicitación,feminine,congratulation
femineidad,feminine,femininity
feminidad,feminine,femininity
feminización,feminine,feminization
fenomenología,feminine,phenomenology
fermentación,feminine,fermentation
fernandez,feminine,fernandez
fernández,feminine,fernandez
ferocidad,feminine,ferocity
fertilidad,feminine,fertility
fertilización,feminine,fertilization
festividad,feminine,festivity
fez,feminine,fez
fiabilidad,feminine,reliability
fianza,feminine,surety
fibrilación,feminine,fibrillation
fibrosis,feminine,fibrosis
ficción,feminine,fiction
fidelidad,feminine,loyalty
fiereza,feminine,ferocity
figuración,feminine,figuration
fijación,feminine,fixation
filiación,feminine,affiliation
filmación,feminine,filming
filmografía,feminine,filmography
filología,feminine,philology
filtración,feminine,filtration
finalidad,feminine,purpose
finalización,feminine,finalization
financia,feminine,finance
financiación,feminine,financing
finca,feminine,farm
finura,feminine,fineness
firma,feminine,signature
firmeza,feminine,firmness
fiscalidad,feminine,taxation
fiscalización,feminine,fiscalization
fisiología,feminine,physiology
fisiopatología,feminine,physiopathology
fisión,feminine,fission
fisura,feminine,fissure
flagelación,feminine,flagellation
flagrancia,feminine,flagrancy
flaqueza,feminine,weakness
flatulencia,feminine,flatulence
flecha,feminine,arrow
flexibilidad,feminine,flexibility
flexibilización,feminine,flexibilization
flexión,feminine,flexion
flor,feminine,flower
floración,feminine,flowering
flotación,feminine,flotation
fluctuación,feminine,fluctuation
fluidez,feminine,fluidity
fluorescencia,feminine,fluorescence
flórez,feminine,florez
focalización,feminine,focalization
fonología,feminine,phonology
forestación,feminine,afforestation
forma,feminine,form
formación,feminine,formation
formalidad,feminine,formality
formalización,feminine,formalization
fornicación,feminine,fornication
fortaleza,feminine,fortitude
fortificación,feminine,fortification
fotografía,feminine,photography
fotosíntesis,feminine,photosynthesis
fracción,feminine,fraction
fractura,feminine,fracture
fragancia,feminine,fragrance
fragilidad,feminine,fragility
fragmentación,feminine,fragmentation
francia,feminine,france
franqueza,feminine,frankness
frecuencia,feminine,frequency
frescura,feminine,freshness
frialdad,feminine,coldness
fritura,feminine,frying
frivolidad,feminine,frivolity
frontera,feminine,border
fructificación,feminine,fruiting
frustración,feminine,frustration
fruta,feminine,fruit
fruticultura,feminine,fruit cultivation
fuente,feminine,source
fuerteventura,feminine,fuerteventura
fuerza,feminine,force
fugacidad,feminine,fugitiveness
funcionalidad,feminine,functionality
función,feminine,function
fundación,feminine,foundation
fundamentación,feminine,grounding
fundición,feminine,smelting
fusión,feminine,fusion
futilidad,feminine,futility
futura,feminine,future
fábrica,feminine,factory
física,feminine,physics
galaxia,feminine,galaxy
ganancia,feminine,profit
gastritis,feminine,gastritis
gastroenteritis,feminine,gastroenteritis
genealogía,feminine,genealogy
generación,feminine,generation
generalidad,feminine,generality
generalización,feminine,generalization
generosidad,feminine,generosity
genesis,feminine,genesis
genialidad,feminine,genius
gentileza,feminine,courtesy
gentrificación,feminine,gentrification
geografía,feminine,geography
geolocalización,feminine,geolocation
geología,feminine,geology
gerencia,feminine,management
germinación,feminine,germination
gestación,feminine,gestation
gestión,feminine,management
giménez,feminine,gimenez
ginecología,feminine,gynecology
globalización,feminine,globalization
globovisión,feminine,globovision
glorificación,feminine,glorification
gobernabilidad,feminine,governability
gobernación,feminine,government
gobernanza,feminine,governance
gomez,feminine,gomez
gonzalez,feminine,gonzalez
gonzález,feminine,gonzalez
gordura,feminine,fatness
grabación,feminine,recording
gradación,feminine,gradation
graduación,feminine,graduation
graffitis,feminine,graffiti
grafitis,feminine,graphite
grafía,feminine,graphy
grandeza,feminine,greatness
grandiosidad,feminine,grandeur
gratificación,feminine,gratification
gratitud,feminine,gratitude
gratuidad,feminine,free provision
gravedad,feminine,gravity
gravitación,feminine,gravitation
gráfica,feminine,graph
guarnición,feminine,garrison
gubernatura,feminine,governorship
guerra,feminine,war
gutierrez,feminine,gutierrez
gutiérrez,feminine,gutierrez
guía,feminine,guide
gálvez,feminine,galvez
génesis,feminine,genesis
gómez,feminine,gomez
habilidad,feminine,skill
habilitación,feminine,qualification
habitabilidad,feminine,habitability
habitación,feminine,room
hadad,feminine,hadad
haddad,feminine,haddad
harina,feminine,flour
hechura,feminine,workmanship
hematología,feminine,hematology
hemodiálisis,feminine,hemodialysis
hendidura,feminine,crack
henríquez,feminine,henriquez
hepatitis,feminine,hepatitis
heredad,feminine,inheritance
herencia,feminine,heritage
hermandad,feminine,brotherhood
hermosura,feminine,beauty
hernandez,feminine,hernandez
hernández,feminine,hernandez
herramienta,feminine,tool
heterogeneidad,feminine,heterogeneity
heterosexualidad,feminine,heterosexuality
hibernación,feminine,hibernation
hibridación,feminine,hybridization
hidratación,feminine,hydration
hidrografía,feminine,hydrography
